PATH;VARIABLE_NAME;RELAY_NAME;CB_PATH;TYPE_BT;TYPE_MPU;BOOLEAN;INIT_VALUE;ID_REF;X_POS_I;X_CENTER;X_POS_F;Y_POS_I;Y_CENTER;Y_POS_F
LOCATION, INTERFACE;Li_IVe2QDfCiTfpR2;Q_DF_CI_TFP;sec_tfp/VE1/;BOOL;BOOL;1;TRUE;Var145;360;400;440;5840;5860;5880
LOCATION, INTERFACE;Li_IVe2QDfTfpR1;Q_DF_TFP;sec_tfp/VE1/;BOOL;BOOL;1;TRUE;Var146;120;160;200;5920;5940;5960
LOCATION, INTERFACE;Li_IVe2QDfTfpR2;Q_DF_TFP;sec_tfp/VE1/;BOOL;BOOL;1;TRUE;Var147;360;400;440;5920;5940;5960
LOCATION, INTERFACE;Li_IVe2QFrR1;Q_FR;cde_gen_dj_qt_bimode/VE1/;BOOL;BOOL;1;TRUE;Var148;120;160;200;6000;6020;6040
LOCATION, INTERFACE;Li_IVe2QFrR2;Q_FR;cde_gen_dj_qt_bimode/VE1/;BOOL;BOOL;1;TRUE;Var149;360;400;440;6000;6020;6040
LOCATION, INTERFACE;Li_IVe2QMiTfpR1;Q_MH_TFP;sec_tfp/VE1/;BOOL;BOOL;1;TRUE;Var150;120;160;200;6080;6100;6120
LOCATION, INTERFACE;Li_IVe2QMiTfpR2;Q_MH_TFP;sec_tfp/VE1/;BOOL;BOOL;1;TRUE;Var151;360;400;440;6080;6100;6120
LOCATION, INTERFACE;Li_IVe2QSecTfpR1;Q_SEC_TFP;sec_tfp/VE1/;BOOL;BOOL;1;TRUE;Var152;120;160;200;6160;6180;6200
LOCATION, INTERFACE;Li_IVe2QSecTfpR2;Q_SEC_TFP;sec_tfp/VE1/;BOOL;BOOL;1;TRUE;Var153;360;400;440;6160;6180;6200
LOCATION, INTERFACE;Li_IVe2QZDePtR1;Q_Z_DE_PT;cde_panto/VE1/;BOOL;BOOL;1;TRUE;Var154;120;160;200;6240;6260;6280
LOCATION, INTERFACE;Li_IVe2QZDePtR2;Q_Z_DE_PT;cde_panto/VE1/;BOOL;BOOL;1;TRUE;Var155;360;400;440;6240;6260;6280
LOCATION, INTERFACE;Li_IVe2QZPtMtR1;Q_Z_MO_PT;cde_panto/VE1/;BOOL;BOOL;1;TRUE;Var156;120;160;200;6320;6340;6360
LOCATION, INTERFACE;Li_IVe2QZPtMtR2;Q_Z_MO_PT;cde_panto/VE1/;BOOL;BOOL;1;TRUE;Var157;360;400;440;6320;6340;6360
LOCATION, INTERFACE;Li_IVe2QZPtR1;Q_Z_PT;cde_panto/VE1/;BOOL;BOOL;1;TRUE;Var158;120;160;200;6400;6420;6440
LOCATION, INTERFACE;Li_IVe2QZPtR2;Q_Z_PT;cde_panto/VE1/;BOOL;BOOL;1;TRUE;Var159;360;400;440;6400;6420;6440
LOCATION, INTERFACE;Li_IVe2QZStartGrog;Q_Z_DMR_A_GROG;dem_arret_mot_diesel/VE1/;BOOL;BOOL;1;TRUE;Var160;120;160;200;6480;6500;6520
LOCATION, INTERFACE;Li_IVe2ZIsGrog1;Z_IS_GROG1_VE2;;DINT;BOOL;1;2;Var161;360;400;440;6480;6500;6520
LOCATION, INTERFACE;Li_IVe2ZIsGrog2;Z_IS_GROG2_VE2;;DINT;BOOL;1;2;Var162;120;160;200;6560;6580;6600
LOCATION, INTERFACE;Li_IVe2ZStopGrog;Z_DMR_A_GROG_VE2;;DINT;BOOL;1;3;Var163;360;400;440;6560;6580;6600
LOCATION, INTERFACE;Li_IVi2C1VtGvTfpR1;C1_VT_GV_TFP;cde_tfp/VC2/;BOOL;BOOL;1;TRUE;Var164;120;160;200;6640;6660;6680
LOCATION, INTERFACE;Li_IVi2C1VtGvTfpR2;C1_VT_GV_TFP;cde_tfp/VC2/;BOOL;BOOL;1;TRUE;Var165;360;400;440;6640;6660;6680
LOCATION, INTERFACE;Li_IVi2C2VtGvTfpR1;C2_VT_GV_TFP;cde_tfp/VC2/;BOOL;BOOL;1;TRUE;Var166;120;160;200;6720;6740;6760
LOCATION, INTERFACE;Li_IVi2C2VtGvTfpR2;C2_VT_GV_TFP;cde_tfp/VC2/;BOOL;BOOL;1;TRUE;Var167;360;400;440;6720;6740;6760
LOCATION, INTERFACE;Li_IVi2CcMPhTfpR1;CC_M_PH_TFP;puis_tfp/f05v_ve1_puis_tfp/;BOOL;BOOL;1;TRUE;Var168;120;160;200;6800;6820;6840
LOCATION, INTERFACE;Li_IVi2CcMPhTfpR2;CC_M_PH_TFP;puis_tfp/f05v_ve1_puis_tfp/;BOOL;BOOL;1;TRUE;Var169;360;400;440;6800;6820;6840
LOCATION, INTERFACE;Li_IVi2CcTfpR1;CC_TFP;sec_tfp/VE1/;BOOL;BOOL;1;TRUE;Var170;120;160;200;6880;6900;6920
LOCATION, INTERFACE;Li_IVi2CcTfpR2;CC_TFP;sec_tfp/VE1/;BOOL;BOOL;1;TRUE;Var171;360;400;440;6880;6900;6920
LOCATION, INTERFACE;Li_IVi2CcVtGvTfpR1;CC_VT_GV_TFP;puis_tfp/f05v_ve1_puis_tfp/;BOOL;BOOL;1;TRUE;Var172;120;160;200;6960;6980;7000
LOCATION, INTERFACE;Li_IVi2CcVtGvTfpR2;CC_VT_GV_TFP;puis_tfp/f05v_ve1_puis_tfp/;BOOL;BOOL;1;TRUE;Var173;360;400;440;6960;6980;7000
LOCATION, INTERFACE;Li_IVi2CcVtPvTfpR1;CC_VT_PV_TFP;puis_tfp/f05v_ve1_puis_tfp/;BOOL;BOOL;1;TRUE;Var174;120;160;200;7040;7060;7080
LOCATION, INTERFACE;Li_IVi2CcVtPvTfpR2;CC_VT_PV_TFP;puis_tfp/f05v_ve1_puis_tfp/;BOOL;BOOL;1;TRUE;Var175;360;400;440;7040;7060;7080
LOCATION, INTERFACE;Li_IVi2CcVtTfpR1;CC_VT_TFP;cde_tfp/VC2/;BOOL;BOOL;1;TRUE;Var176;120;160;200;7120;7140;7160
LOCATION, INTERFACE;Li_IVi2CcVtTfpR2;CC_VT_TFP;cde_tfp/VC2/;BOOL;BOOL;1;TRUE;Var177;360;400;440;7120;7140;7160
LOCATION, INTERFACE;Li_IVi2CMPhTfpR1;C_M_PH_TFP;cde_tfp/VC2/;BOOL;BOOL;1;TRUE;Var178;120;160;200;7200;7220;7240
LOCATION, INTERFACE;Li_IVi2CMPhTfpR2;C_M_PH_TFP;cde_tfp/VC2/;BOOL;BOOL;1;TRUE;Var179;360;400;440;7200;7220;7240
LOCATION, INTERFACE;Li_IVi2CVtPvTfpR1;C_VT_PV_TFP;cde_tfp/VC2/;BOOL;BOOL;1;TRUE;Var180;120;160;200;7280;7300;7320
LOCATION, INTERFACE;Li_IVi2CVtPvTfpR2;C_VT_PV_TFP;cde_tfp/VC2/;BOOL;BOOL;1;TRUE;Var181;360;400;440;7280;7300;7320
LOCATION, INTERFACE;Li_IVi2DjSiDfTfpR1;DJ_SI_DF_TFP;sec_tfp/VE1/;BOOL;BOOL;1;TRUE;Var182;120;160;200;7360;7380;7400
LOCATION, INTERFACE;Li_IVi2DjSiDfTfpR2;DJ_SI_DF_TFP;sec_tfp/VE1/;BOOL;BOOL;1;TRUE;Var183;360;400;440;7360;7380;7400
LOCATION, INTERFACE;Li_IVi2QDfCiTfpR1;Q_DF_CI_TFP;sec_tfp/VE1/;BOOL;BOOL;1;TRUE;Var184;120;160;200;7440;7460;7480
LOCATION, INTERFACE;Li_IVi2QDfCiTfpR2;Q_DF_CI_TFP;sec_tfp/VE1/;BOOL;BOOL;1;TRUE;Var185;360;400;440;7440;7460;7480
LOCATION, INTERFACE;Li_IVi2QDfTfpR1;Q_DF_TFP;sec_tfp/VE1/;BOOL;BOOL;1;TRUE;Var186;120;160;200;7520;7540;7560
LOCATION, INTERFACE;Li_IVi2QDfTfpR2;Q_DF_TFP;sec_tfp/VE1/;BOOL;BOOL;1;TRUE;Var187;360;400;440;7520;7540;7560
LOCATION, INTERFACE;Li_IVi2QMiTfpR1;Q_MH_TFP;sec_tfp/VE1/;BOOL;BOOL;1;TRUE;Var188;120;160;200;7600;7620;7640
LOCATION, INTERFACE;Li_IVi2QMiTfpR2;Q_MH_TFP;sec_tfp/VE1/;BOOL;BOOL;1;TRUE;Var189;360;400;440;7600;7620;7640
LOCATION, INTERFACE;Li_IViuC1Vt1GvTfpR1;C1_VT1_GV_TFP;cde_tfp/VIUFR/;BOOL;BOOL;1;TRUE;Var190;120;160;200;7680;7700;7720
LOCATION, INTERFACE;Li_IViuC1Vt1GvTfpR2;C1_VT1_GV_TFP;cde_tfp/VIUFR/;BOOL;BOOL;1;TRUE;Var191;360;400;440;7680;7700;7720
LOCATION, INTERFACE;Li_IViuC1Vt2GvTfpR1;C1_VT2_GV_TFP;cde_tfp/VIUFR/;BOOL;BOOL;1;TRUE;Var192;120;160;200;7760;7780;7800
LOCATION, INTERFACE;Li_IViuC1Vt2GvTfpR2;C1_VT2_GV_TFP;cde_tfp/VIUFR/;BOOL;BOOL;1;TRUE;Var193;360;400;440;7760;7780;7800
LOCATION, INTERFACE;Li_IViuC2Vt1GvTfpR1;C2_VT1_GV_TFP;cde_tfp/VIUFR/;BOOL;BOOL;1;TRUE;Var194;120;160;200;7840;7860;7880
LOCATION, INTERFACE;Li_IViuC2Vt1GvTfpR2;C2_VT1_GV_TFP;cde_tfp/VIUFR/;BOOL;BOOL;1;TRUE;Var195;360;400;440;7840;7860;7880
LOCATION, INTERFACE;Li_IViuC2Vt2GvTfpR1;C2_VT2_GV_TFP;cde_tfp/VIUFR/;BOOL;BOOL;1;TRUE;Var196;120;160;200;7920;7940;7960
LOCATION, INTERFACE;Li_IViuC2Vt2GvTfpR2;C2_VT2_GV_TFP;cde_tfp/VIUFR/;BOOL;BOOL;1;TRUE;Var197;360;400;440;7920;7940;7960
LOCATION, INTERFACE;Li_IViuCc1QppR1;CC1_Q_PP;palpage/VIUFR/;BOOL;BOOL;1;TRUE;Var198;120;160;200;8000;8020;8040
LOCATION, INTERFACE;Li_IViuCc1QppR2;CC1_Q_PP;palpage/VIUFR/;BOOL;BOOL;1;TRUE;Var199;360;400;440;8000;8020;8040
LOCATION, INTERFACE;Li_IViuCc2QppR1;CC2_Q_PP;palpage/VIUFR/;BOOL;BOOL;1;TRUE;Var200;120;160;200;8080;8100;8120
LOCATION, INTERFACE;Li_IViuCc2QppR2;CC2_Q_PP;palpage/VIUFR/;BOOL;BOOL;1;TRUE;Var201;360;400;440;8080;8100;8120
LOCATION, INTERFACE;Li_IViuCcco1Pt;CC_CO_PT;cde_panto/VE1/;BOOL;BOOL;1;TRUE;Var202;120;160;200;8160;8180;8200
LOCATION, INTERFACE;Li_IViuCcco2Pt;CC_CO_PT;cde_panto/VE1/;BOOL;BOOL;1;TRUE;Var203;360;400;440;8160;8180;8200
LOCATION, INTERFACE;Li_IViuCcCoDjTfpR1;CC_CO_DJ_TFP;palpage/VIUFR/;BOOL;BOOL;1;TRUE;Var204;120;160;200;8240;8260;8280
LOCATION, INTERFACE;Li_IViuCcCoDjTfpR2;CC_CO_DJ_TFP;palpage/VIUFR/;BOOL;BOOL;1;TRUE;Var205;360;400;440;8240;8260;8280
LOCATION, INTERFACE;Li_IViuCcDmrGrogR1;CC_DMR_GROG;dem_arret_mot_diesel/VE1/;BOOL;BOOL;1;TRUE;Var206;120;160;200;8320;8340;8360
LOCATION, INTERFACE;Li_IViuCcDmrGrogR2;CC_DMR_GROG;dem_arret_mot_diesel/VE1/;BOOL;BOOL;1;TRUE;Var207;360;400;440;8320;8340;8360
LOCATION, INTERFACE;Li_IViuCcMPh1TfpR1;CC_M_PH1_TFP;puis_tfp/f05v_viufr_puis_tfp/;BOOL;BOOL;1;TRUE;Var208;120;160;200;8400;8420;8440
LOCATION, INTERFACE;Li_IViuCcMPh1TfpR2;CC_M_PH1_TFP;puis_tfp/f05v_viufr_puis_tfp/;BOOL;BOOL;1;TRUE;Var209;360;400;440;8400;8420;8440
LOCATION, INTERFACE;Li_IViuCcMPh2TfpR1;CC_M_PH2_TFP;puis_tfp/f05v_viufr_puis_tfp/;BOOL;BOOL;1;TRUE;Var210;120;160;200;8480;8500;8520
LOCATION, INTERFACE;Li_IViuCcMPh2TfpR2;CC_M_PH2_TFP;puis_tfp/f05v_viufr_puis_tfp/;BOOL;BOOL;1;TRUE;Var211;360;400;440;8480;8500;8520
LOCATION, INTERFACE;Li_IViuCcpehocR1;CC_PE_H_O_C;f05i_viufr_cde_hoc/;BOOL;BOOL;1;TRUE;Var212;120;160;200;8560;8580;8600
LOCATION, INTERFACE;Li_IViuCcpehocR2;CC_PE_H_O_C;f05i_viufr_cde_hoc/;BOOL;BOOL;1;TRUE;Var213;360;400;440;8560;8580;8600
LOCATION, INTERFACE;Li_IViuCcQtR1;CC_QT;cde_qt/VIUFR/;BOOL;BOOL;1;TRUE;Var214;120;160;200;8640;8660;8680
LOCATION, INTERFACE;Li_IViuCcQtR2;CC_QT;cde_qt/VIUFR/;BOOL;BOOL;1;TRUE;Var215;360;400;440;8640;8660;8680
LOCATION, INTERFACE;Li_IViuCcTt1;CC_TT;palpage/VIUFR/;BOOL;BOOL;1;TRUE;Var216;120;160;200;8720;8740;8760
LOCATION, INTERFACE;Li_IViuCcTt2;CC_TT;palpage/VIUFR/;BOOL;BOOL;1;TRUE;Var217;360;400;440;8720;8740;8760
LOCATION, INTERFACE;Li_IViuCcVt1GvTfpR1;CC_VT1_GV_TFP;puis_tfp/f05v_viufr_puis_tfp/;BOOL;BOOL;1;TRUE;Var218;120;160;200;8800;8820;8840
LOCATION, INTERFACE;Li_IViuCcVt1GvTfpR2;CC_VT1_GV_TFP;puis_tfp/f05v_viufr_puis_tfp/;BOOL;BOOL;1;TRUE;Var219;360;400;440;8800;8820;8840
LOCATION, INTERFACE;Li_IViuCcVt1PvTfpR1;CC_VT1_PV_TFP;puis_tfp/f05v_viufr_puis_tfp/;BOOL;BOOL;1;TRUE;Var220;120;160;200;8880;8900;8920
LOCATION, INTERFACE;Li_IViuCcVt1PvTfpR2;CC_VT1_PV_TFP;puis_tfp/f05v_viufr_puis_tfp/;BOOL;BOOL;1;TRUE;Var221;360;400;440;8880;8900;8920
LOCATION, INTERFACE;Li_IViuCcVt1TfpR1;CC_VT1_TFP;cde_tfp/VIUFR/;BOOL;BOOL;1;TRUE;Var222;120;160;200;8960;8980;9000
LOCATION, INTERFACE;Li_IViuCcVt1TfpR2;CC_VT1_TFP;cde_tfp/VIUFR/;BOOL;BOOL;1;TRUE;Var223;360;400;440;8960;8980;9000
LOCATION, INTERFACE;Li_IViuCcVt2GvTfpR1;CC_VT2_GV_TFP;puis_tfp/f05v_viufr_puis_tfp/;BOOL;BOOL;1;TRUE;Var224;120;160;200;9040;9060;9080
LOCATION, INTERFACE;Li_IViuCcVt2GvTfpR2;CC_VT2_GV_TFP;puis_tfp/f05v_viufr_puis_tfp/;BOOL;BOOL;1;TRUE;Var225;360;400;440;9040;9060;9080
LOCATION, INTERFACE;Li_IViuCcVt2PvTfpR1;CC_VT2_PV_TFP;puis_tfp/f05v_viufr_puis_tfp/;BOOL;BOOL;1;TRUE;Var226;120;160;200;9120;9140;9160
LOCATION, INTERFACE;Li_IViuCcVt2PvTfpR2;CC_VT2_PV_TFP;puis_tfp/f05v_viufr_puis_tfp/;BOOL;BOOL;1;TRUE;Var227;360;400;440;9120;9140;9160
LOCATION, INTERFACE;Li_IViuCcVt2TfpR1;CC_VT2_TFP;cde_tfp/VIUFR/;BOOL;BOOL;1;TRUE;Var228;120;160;200;9200;9220;9240
LOCATION, INTERFACE;Li_IViuCcVt2TfpR2;CC_VT2_TFP;cde_tfp/VIUFR/;BOOL;BOOL;1;TRUE;Var229;360;400;440;9200;9220;9240
LOCATION, INTERFACE;Li_IViuCMPh1TfpR1;C_M_PH1_TFP;cde_tfp/VIUFR/;BOOL;BOOL;1;TRUE;Var230;120;160;200;9280;9300;9320
LOCATION, INTERFACE;Li_IViuCMPh1TfpR2;C_M_PH1_TFP;cde_tfp/VIUFR/;BOOL;BOOL;1;TRUE;Var231;360;400;440;9280;9300;9320
LOCATION, INTERFACE;Li_IViuCMPh2TfpR1;C_M_PH2_TFP;cde_tfp/VIUFR/;BOOL;BOOL;1;TRUE;Var232;120;160;200;9360;9380;9400
LOCATION, INTERFACE;Li_IViuCMPh2TfpR2;C_M_PH2_TFP;cde_tfp/VIUFR/;BOOL;BOOL;1;TRUE;Var233;360;400;440;9360;9380;9400
LOCATION, INTERFACE;Li_IViuCVt1PvTfpR1;C_VT1_PV_TFP;cde_tfp/VIUFR/;BOOL;BOOL;1;TRUE;Var234;120;160;200;9440;9460;9480
LOCATION, INTERFACE;Li_IViuCVt1PvTfpR2;C_VT1_PV_TFP;cde_tfp/VIUFR/;BOOL;BOOL;1;TRUE;Var235;360;400;440;9440;9460;9480
LOCATION, INTERFACE;Li_IViuCVt2PvTfpR1;C_VT2_PV_TFP;cde_tfp/VIUFR/;BOOL;BOOL;1;TRUE;Var236;120;160;200;9520;9540;9560
LOCATION, INTERFACE;Li_IViuCVt2PvTfpR2;C_VT2_PV_TFP;cde_tfp/VIUFR/;BOOL;BOOL;1;TRUE;Var237;360;400;440;9520;9540;9560
LOCATION, INTERFACE;Li_IViuDefQPp1R1;Default_carte_1;;BOOL;BOOL;1;TRUE;Var238;120;160;200;9600;9620;9640
LOCATION, INTERFACE;Li_IViuDefQPp1R2;Default_carte_1;;BOOL;BOOL;1;TRUE;Var239;360;400;440;9600;9620;9640
LOCATION, INTERFACE;Li_IViuDefQPp2R1;Default_carte_2;;BOOL;BOOL;1;TRUE;Var240;120;160;200;9680;9700;9720
LOCATION, INTERFACE;Li_IViuDefQPp2R2;Default_carte_2;;BOOL;BOOL;1;TRUE;Var241;360;400;440;9680;9700;9720
LOCATION, INTERFACE;Li_IViuDj1SiDfTfpR1;DJ1_SI_DF_TFP;sec_tfp/VIUFR/;BOOL;BOOL;1;TRUE;Var242;120;160;200;9760;9780;9800
LOCATION, INTERFACE;Li_IViuDj1SiDfTfpR2;DJ1_SI_DF_TFP;sec_tfp/VIUFR/;BOOL;BOOL;1;TRUE;Var243;360;400;440;9760;9780;9800
LOCATION, INTERFACE;Li_IViuDj2SiDfTfpR1;DJ2_SI_DF_TFP;sec_tfp/VIUFR/;BOOL;BOOL;1;TRUE;Var244;120;160;200;9840;9860;9880
LOCATION, INTERFACE;Li_IViuDj2SiDfTfpR2;DJ2_SI_DF_TFP;sec_tfp/VIUFR/;BOOL;BOOL;1;TRUE;Var245;360;400;440;9840;9860;9880
LOCATION, INTERFACE;Li_IViuDjc1R1;DJ_C_1;cde_locale_dj_viufr/VIUFR/;BOOL;BOOL;1;TRUE;Var246;120;160;200;9920;9940;9960
LOCATION, INTERFACE;Li_IViuDjc1R2;DJ_C_1;cde_locale_dj_viufr/VIUFR/;BOOL;BOOL;1;TRUE;Var247;360;400;440;9920;9940;9960
LOCATION, INTERFACE;Li_IViuDjc2R1;DJ_C_2;cde_locale_dj_viufr/VIUFR/;BOOL;BOOL;1;TRUE;Var248;120;160;200;10000;10020;10040
LOCATION, INTERFACE;Li_IViuDjc2R2;DJ_C_2;cde_locale_dj_viufr/VIUFR/;BOOL;BOOL;1;TRUE;Var249;360;400;440;10000;10020;10040
LOCATION, INTERFACE;Li_IViuDjIsPtR1;DJ_IS_PT;isol_dj/f05p_viufr_isol_dj/;BOOL;BOOL;1;TRUE;Var250;120;160;200;10080;10100;10120
LOCATION, INTERFACE;Li_IViuDjIsPtR2;DJ_IS_PT;isol_dj/f05p_viufr_isol_dj/;BOOL;BOOL;1;TRUE;Var251;360;400;440;10080;10100;10120
LOCATION, INTERFACE;Li_IViuDjmR1;Electrovanne_DJM;cde_locale_dj_viufr/VIUFR/;BOOL;BOOL;1;TRUE;Var252;120;160;200;10160;10180;10200
LOCATION, INTERFACE;Li_IViuDjmR2;Electrovanne_DJM;cde_locale_dj_viufr/VIUFR/;BOOL;BOOL;1;TRUE;Var253;360;400;440;10160;10180;10200
LOCATION, INTERFACE;Li_IViuHoccR1;Q_H_O_C_C;f05i_viufr_cde_hoc/;BOOL;BOOL;1;TRUE;Var254;120;160;200;10240;10260;10280
LOCATION, INTERFACE;Li_IViuHoccR2;Q_H_O_C_C;f05i_viufr_cde_hoc/;BOOL;BOOL;1;TRUE;Var255;360;400;440;10240;10260;10280
LOCATION, INTERFACE;Li_IViuHocoR1;Q_H_O_C_O;f05i_viufr_cde_hoc/;BOOL;BOOL;1;TRUE;Var256;120;160;200;10320;10340;10360
LOCATION, INTERFACE;Li_IViuHocoR2;Q_H_O_C_O;f05i_viufr_cde_hoc/;BOOL;BOOL;1;TRUE;Var257;360;400;440;10320;10340;10360
LOCATION, INTERFACE;Li_IViuMaSuPt1;MA_SU_PT1;;BOOL;BOOL;1;TRUE;Var258;120;160;200;10400;10420;10440
LOCATION, INTERFACE;Li_IViuMaSuPt2;MA_SU_PT2;;BOOL;BOOL;1;TRUE;Var259;360;400;440;10400;10420;10440
LOCATION, INTERFACE;Li_IViuNoSuriDjc1;SURIDJ_C_1;;BOOL;BOOL;1;TRUE;Var260;120;160;200;10480;10500;10520
LOCATION, INTERFACE;Li_IViuNoSuriDjc2;SURIDJ_C_2;;BOOL;BOOL;1;TRUE;Var261;360;400;440;10480;10500;10520
LOCATION, INTERFACE;Li_IViuQ1aDj;Q1_A_DJ;cde_gen_dj_qt/VIUFR/;BOOL;BOOL;1;TRUE;Var262;120;160;200;10560;10580;10600
LOCATION, INTERFACE;Li_IViuQ1DfCiTfpR1;Q1_DF_CI_TFP;sec_tfp/VIUFR/;BOOL;BOOL;1;TRUE;Var263;360;400;440;10560;10580;10600
LOCATION, INTERFACE;Li_IViuQ1DfCiTfpR2;Q1_DF_CI_TFP;sec_tfp/VIUFR/;BOOL;BOOL;1;TRUE;Var264;120;160;200;10640;10660;10680
LOCATION, INTERFACE;Li_IViuQ1DfTfpR1;Q1_DF_TFP;sec_tfp/VIUFR/;BOOL;BOOL;1;TRUE;Var265;360;400;440;10640;10660;10680
LOCATION, INTERFACE;Li_IViuQ1DfTfpR2;Q1_DF_TFP;sec_tfp/VIUFR/;BOOL;BOOL;1;TRUE;Var266;120;160;200;10720;10740;10760
LOCATION, INTERFACE;Li_IViuQ1FrDjR1;Q1_FR_DJ;cde_gen_dj_qt/VIUFR/;BOOL;BOOL;1;TRUE;Var267;360;400;440;10720;10740;10760
LOCATION, INTERFACE;Li_IViuQ1FrDjR2;Q1_FR_DJ;cde_gen_dj_qt/VIUFR/;BOOL;BOOL;1;TRUE;Var268;120;160;200;10800;10820;10840
LOCATION, INTERFACE;Li_IViuQ1MiTfpR1;Q1_MI_TFP;sec_tfp/VIUFR/;BOOL;BOOL;1;TRUE;Var269;360;400;440;10800;10820;10840
LOCATION, INTERFACE;Li_IViuQ1MiTfpR2;Q1_MI_TFP;sec_tfp/VIUFR/;BOOL;BOOL;1;TRUE;Var270;120;160;200;10880;10900;10920
LOCATION, INTERFACE;Li_IViuQ1Pt;Q1_PT;cde_panto/VIUFR/;BOOL;BOOL;1;TRUE;Var271;360;400;440;10880;10900;10920
LOCATION, INTERFACE;Li_IViuQ1SeFrR1;Q1_SE_FR;cde_gen_dj_qt_bimode/VIUFR/;BOOL;BOOL;1;TRUE;Var272;120;160;200;10960;10980;11000
LOCATION, INTERFACE;Li_IViuQ1SeFrR2;Q1_SE_FR;cde_gen_dj_qt_bimode/VIUFR/;BOOL;BOOL;1;TRUE;Var273;360;400;440;10960;10980;11000
LOCATION, INTERFACE;Li_IViuQ1ZPt1;Q1_Z_PT1;cde_panto/VIUFR/;BOOL;BOOL;1;TRUE;Var274;120;160;200;11040;11060;11080
LOCATION, INTERFACE;Li_IViuQ1ZPt2;Q1_Z_PT2;cde_panto/VIUFR/;BOOL;BOOL;1;TRUE;Var275;360;400;440;11040;11060;11080
LOCATION, INTERFACE;Li_IViuQ2aDj;Q2_A_DJ;cde_gen_dj_qt/VIUFR/;BOOL;BOOL;1;TRUE;Var276;120;160;200;11120;11140;11160
LOCATION, INTERFACE;Li_IViuQ2FrDjR1;Q2_FR_DJ;cde_gen_dj_qt/VIUFR/;BOOL;BOOL;1;TRUE;Var277;360;400;440;11120;11140;11160
LOCATION, INTERFACE;Li_IViuQ2FrDjR2;Q2_FR_DJ;cde_gen_dj_qt/VIUFR/;BOOL;BOOL;1;TRUE;Var278;120;160;200;11200;11220;11240
LOCATION, INTERFACE;Li_IViuQ2MaSuPtR1;Q2_MA_SU_PT;cde_panto/VIUFR/;BOOL;BOOL;1;TRUE;Var279;360;400;440;11200;11220;11240
LOCATION, INTERFACE;Li_IViuQ2MaSuPtR2;Q2_MA_SU_PT;cde_panto/VIUFR/;BOOL;BOOL;1;TRUE;Var280;120;160;200;11280;11300;11320
LOCATION, INTERFACE;Li_IViuQ2MiTfpR1;Q2_MI_TFP;sec_tfp/VIUFR/;BOOL;BOOL;1;TRUE;Var281;360;400;440;11280;11300;11320
LOCATION, INTERFACE;Li_IViuQ2MiTfpR2;Q2_MI_TFP;sec_tfp/VIUFR/;BOOL;BOOL;1;TRUE;Var282;120;160;200;11360;11380;11400
LOCATION, INTERFACE;Li_IViuQ2Pt;Q2_PT;cde_panto/VIUFR/;BOOL;BOOL;1;TRUE;Var283;360;400;440;11360;11380;11400
LOCATION, INTERFACE;Li_IViuQ2ZPt1;Q2_Z_PT1;cde_panto/VIUFR/;BOOL;BOOL;1;TRUE;Var284;120;160;200;11440;11460;11480
LOCATION, INTERFACE;Li_IViuQ2ZPt2;Q2_Z_PT2;cde_panto/VIUFR/;BOOL;BOOL;1;TRUE;Var285;360;400;440;11440;11460;11480
LOCATION, INTERFACE;Li_IViuQ3FrDjR1;Q3_FR_DJ;cde_locale_dj_viufr/VIUFR/;BOOL;BOOL;1;TRUE;Var286;120;160;200;11520;11540;11560
LOCATION, INTERFACE;Li_IViuQ3FrDjR2;Q3_FR_DJ;cde_locale_dj_viufr/VIUFR/;BOOL;BOOL;1;TRUE;Var287;360;400;440;11520;11540;11560
LOCATION, INTERFACE;Li_IViuQDetQtR1;Q_DET_QT;cde_gen_dj_qt/VE1/;BOOL;BOOL;1;TRUE;Var288;120;160;200;11600;11620;11640
LOCATION, INTERFACE;Li_IViuQDetQtR2;Q_DET_QT;cde_gen_dj_qt/VE1/;BOOL;BOOL;1;TRUE;Var289;360;400;440;11600;11620;11640
LOCATION, INTERFACE;Li_IViuQDR1;Q_D;cde_gen_dj_qt/VIUFR/;BOOL;BOOL;1;TRUE;Var290;120;160;200;11680;11700;11720
LOCATION, INTERFACE;Li_IViuQDR2;Q_D;cde_gen_dj_qt/VIUFR/;BOOL;BOOL;1;TRUE;Var291;360;400;440;11680;11700;11720
LOCATION, INTERFACE;Li_IViuQIsPtR1;Q_IS_PT;isol_dj/f05p_viufr_isol_dj/;BOOL;BOOL;1;TRUE;Var292;120;160;200;11760;11780;11800
LOCATION, INTERFACE;Li_IViuQIsPtR2;Q_IS_PT;isol_dj/f05p_viufr_isol_dj/;BOOL;BOOL;1;TRUE;Var293;360;400;440;11760;11780;11800
LOCATION, INTERFACE;Li_IViuQlm1;QL_M1;;BOOL;BOOL;1;TRUE;Var294;120;160;200;11840;11860;11880
LOCATION, INTERFACE;Li_IViuQlm2;QL_M2;;BOOL;BOOL;1;TRUE;Var295;360;400;440;11840;11860;11880
LOCATION, INTERFACE;Li_IViuQNoDefPtR1;Q_NO_DEF_PT;cde_panto/VIUFR/;BOOL;BOOL;1;TRUE;Var296;120;160;200;11920;11940;11960
LOCATION, INTERFACE;Li_IViuQNoDefPtR2;Q_NO_DEF_PT;cde_panto/VIUFR/;BOOL;BOOL;1;TRUE;Var297;360;400;440;11920;11940;11960
