PATH;LOCATION;VARIABLE_NAME_1;VARIABLE_NAME_2;RELAY_NAME_INST;RELAY_NAME;CB_PATH;TYPE;INIT_VALUE
LOCATION.INSTRUCTION, INTERFACE;VIU;Li_IViuQ1FrDjR1;Li_IViuQ1FrDjR2;Q1_FR_DJ;Q1_FR_DJ;cde_gen_dj_qt/VIUFR/;BOOL;TRUE
LOCATION.INSTRUCTION, INTERFACE;VIU;Li_IViuQ1MiTfpR1;Li_IViuQ1MiTfpR2;Q1_MI_TFP;Q1_MI_TFP;sec_tfp/VIUFR/;BOOL;TRUE
LOCATION.INSTRUCTION, INTERFACE;VIU;Li_IViuQ1Pt;;Q1_PT;Q1_PT;cde_panto/VIUFR/;BOOL;TRUE
LOCATION.INSTRUCTION, INTERFACE;VIU;Li_IViuQ1SeFrR1;Li_IViuQ1SeFrR2;Q1_SE_FR;Q1_SE_FR;cde_gen_dj_qt_bimode/VIUFR/;BOOL;TRUE
LOCATION.INSTRUCTION, INTERFACE;VIU;Li_IViuQ1ZPt1;Li_IViuQ1ZPt2;Q1_Z_PT1;Q1_Z_PT1;cde_panto/VIUFR/;BOOL;TRUE
LOCATION.INSTRUCTION, INTERFACE;VIU;Li_IViuQ2aDj;;Q2_A_DJ;Q2_A_DJ;cde_gen_dj_qt/VIUFR/;BOOL;TRUE
LOCATION.INSTRUCTION, INTERFACE;VIU;Li_IViuQ2FrDjR1;Li_IViuQ2FrDjR2;Q2_FR_DJ;Q2_FR_DJ;cde_gen_dj_qt/VIUFR/;BOOL;TRUE
LOCATION.INSTRUCTION, INTERFACE;VIU;Li_IViuQ2MaSuPtR1;Li_IViuQ2MaSuPtR2;Q2_MA_SU_PT;Q2_MA_SU_PT;cde_panto/VIUFR/;BOOL;TRUE
LOCATION.INSTRUCTION, INTERFACE;VIU;Li_IViuQ2MiTfpR1;Li_IViuQ2MiTfpR2;Q2_MI_TFP;Q2_MI_TFP;sec_tfp/VIUFR/;BOOL;TRUE
LOCATION.INSTRUCTION, INTERFACE;VIU;Li_IViuQ2Pt;;Q2_PT;Q2_PT;cde_panto/VIUFR/;BOOL;TRUE
LOCATION.INSTRUCTION, INTERFACE;VIU;Li_IViuQ2ZPt1;Li_IViuQ2ZPt2;Q2_Z_PT1;Q2_Z_PT1;cde_panto/VIUFR/;BOOL;TRUE
LOCATION.INSTRUCTION, INTERFACE;VIU;Li_IViuQ3FrDjR1;Li_IViuQ3FrDjR2;Q3_FR_DJ;Q3_FR_DJ;cde_locale_dj_viufr/VIUFR/;BOOL;TRUE
LOCATION.INSTRUCTION, INTERFACE;VIU;Li_IViuQDetQtR1;Li_IViuQDetQtR2;VIU_Q_DET_QT;Q_DET_QT;cde_gen_dj_qt/VE1/;BOOL;TRUE
LOCATION.INSTRUCTION, INTERFACE;VIU;Li_IViuQDR1;Li_IViuQDR2;Q_D;Q_D;cde_gen_dj_qt/VIUFR/;BOOL;TRUE
LOCATION.INSTRUCTION, INTERFACE;VIU;Li_IViuQIsPtR1;Li_IViuQIsPtR2;Q_IS_PT;Q_IS_PT;isol_dj/f05p_viufr_isol_dj/;BOOL;TRUE
LOCATION.INSTRUCTION, INTERFACE;VIU;Li_IViuQlm1;Li_IViuQlm2;QL_M1;QL_M1;;BOOL;TRUE
LOCATION.INSTRUCTION, INTERFACE;VIU;Li_IViuQNoDefPtR1;Li_IViuQNoDefPtR2;Q_NO_DEF_PT;Q_NO_DEF_PT;cde_panto/VIUFR/;BOOL;TRUE
LOCATION.INSTRUCTION, INTERFACE;VIU;Li_IViuQq3C30R1;Li_IViuQq3C30R2;QQ3_C_30;QQ3_C_30;palpage/VIUFR/;BOOL;TRUE
LOCATION.INSTRUCTION, INTERFACE;VIU;Li_IViuQq3M30R1;Li_IViuQq3M30R2;QQ3_M_30;QQ3_M_30;palpage/VIUFR/;BOOL;TRUE
LOCATION.INSTRUCTION, INTERFACE;VIU;Li_IViuQq3P16R1;Li_IViuQq3P16R2;QQ3_PP_16;QQ3_PP_16;palpage/VIUFR/;BOOL;TRUE
LOCATION.INSTRUCTION, INTERFACE;VIU;Li_IViuQq4C30R1;Li_IViuQq4C30R2;QQ4_C_30;QQ4_C_30;palpage/VIUFR/;BOOL;TRUE
LOCATION.INSTRUCTION, INTERFACE;VIU;Li_IViuQq4M30R1;Li_IViuQq4M30R2;QQ4_M_30;QQ4_M_30;palpage/VIUFR/;BOOL;TRUE
LOCATION.INSTRUCTION, INTERFACE;VIU;Li_IViuQq4P16R1;Li_IViuQq4P16R2;QQ4_PP_16;QQ4_PP_16;palpage/VIUFR/;BOOL;TRUE
LOCATION.INSTRUCTION, INTERFACE;VIU;Li_IViuQTZPTR1;Li_IViuQTZPTR2;Q_T_Z_PT;Q_T_Z_PT;palpage/VIUFR/;BOOL;TRUE
LOCATION.INSTRUCTION, INTERFACE;VIU;Li_IViuSelQq1C30R1;Li_IViuSelQq1C30R2;QQ1_C_30;QQ1_C_30;palpage/VIUFR/;BOOL;TRUE
LOCATION.INSTRUCTION, INTERFACE;VIU;Li_IViuSelQq2C30R1;Li_IViuSelQq2C30R2;QQ2_C_30;QQ2_C_30;palpage/VIUFR/;BOOL;TRUE
LOCATION.INSTRUCTION, INTERFACE;VIU;Li_IViuSelQq2M30R1;Li_IViuSelQq2M30R2;QQ2_M_30;QQ2_M_30;palpage/VIUFR/;BOOL;TRUE
LOCATION.INSTRUCTION, INTERFACE;VIU;Li_IViuSelQq2P16R1;Li_IViuSelQq2P16R2;QQ2_PP_16;QQ2_PP_16;palpage/VIUFR/;BOOL;TRUE
